,plot_id,value,first_date,last_date,total_area,credits_all,eco_id_list,eco_id,area_certifier,proportion_certified,credits_certified,credits_imrv
17,30,platinum,2014-05-31,2023-12-31,30.651713620012845,599.7518622696983,"[53, 79, 87, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 6853, 6868, 7144, 7205, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244]","53, 79, 87, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 6853, 6868, 7144, 7205, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244",12.15,0.39638893115806517,237.73499964514482,362.0168626245535
18,34,platinum,2014-05-31,2023-12-31,129.7074171247841,2537.9417914458286,"[53, 79, 87, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2715, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 7144, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244]","53, 79, 87, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2715, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 7144, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244",129.9723,1.0,2537.9417914458286,0.0
19,35,platinum,2014-05-31,2023-12-31,41.86048669617389,43.576496200151375,"[53, 79, 87, 441, 792, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 6853, 6868, 7144, 7205, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244]","53, 79, 87, 441, 792, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 6853, 6868, 7144, 7205, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244",40.7,0.9722772765496785,42.368437047060596,1.20805915309078
20,35,gold,2014-05-31,2023-12-31,41.86048669617389,775.493709680397,"[53, 79, 87, 441, 792, 915, 1099, 1100, 1104, 1107, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 6853, 6868, 7144, 7205, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244]","53, 79, 87, 441, 792, 915, 1099, 1100, 1104, 1107, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 6853, 6868, 7144, 7205, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244",40.7,0.9722772765496785,753.9949120294635,21.49879765093352
21,37,platinum,2014-02-28,2023-12-31,47.54876330236148,1088.771698092131,"[53, 72, 74, 79, 87, 441, 792, 807, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2402, 2563, 2565, 2715, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 5720, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 10756, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11545, 11549, 11571, 11574, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244]","53, 72, 74, 79, 87, 441, 792, 807, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2402, 2563, 2565, 2715, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 5720, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 10756, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11545, 11549, 11571, 11574, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244",44.7,0.9400875416202467,1023.5407090451328,65.23098904699816
22,39,platinum,2023-03-31,2023-12-31,48.99359461498766,36.660462375694145,"[3516, 3522, 3648, 3715, 5737, 5778, 6433, 6853, 6868, 8225, 9486, 11269]","3516, 3522, 3648, 3715, 5737, 5778, 6433, 6853, 6868, 8225, 9486, 11269",45.0,0.9184874135818976,33.67217326816778,2.988289107526362
23,39,gold,2023-03-31,2023-12-31,48.99359461498766,116.85280019756773,"[3516, 3522, 3648, 3715, 5737, 5778, 6433, 6778, 6853, 6868, 8225, 9486, 11269]","3516, 3522, 3648, 3715, 5737, 5778, 6433, 6778, 6853, 6868, 8225, 9486, 11269",45.0,0.9184874135818976,107.32782622326623,9.524973974301497
24,40,platinum,2014-05-31,2023-12-31,76.72353129731597,1526.96172209388,"[21, 53, 69, 79, 87, 414, 415, 426, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2715, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 3990, 3991, 5196, 6853, 6868, 7144, 7205, 7375, 7380, 7417, 8208, 8293, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 10756, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11545, 11574, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 11905, 11906, 12003, 12006, 12039, 12053, 12118, 12201, 12244]","21, 53, 69, 79, 87, 414, 415, 426, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2715, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 3990, 3991, 5196, 6853, 6868, 7144, 7205, 7375, 7380, 7417, 8208, 8293, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 10756, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11545, 11574, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 11905, 11906, 12003, 12006, 12039, 12053, 12118, 12201, 12244",79.9,1.0,1526.96172209388,0.0
25,43,platinum,2014-05-31,2023-12-31,30.209663719925548,591.1024192168724,"[53, 79, 87, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 6853, 6868, 7144, 7205, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11545, 11574, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244]","53, 79, 87, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 6853, 6868, 7144, 7205, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11545, 11574, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244",29.3,0.9698883202289487,573.3033324575201,17.799086759352203
26,44,platinum,2014-05-31,2023-12-31,130.37843749966902,2589.453690168906,"[53, 69, 79, 80, 87, 414, 415, 426, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2715, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 3990, 3991, 5101, 5196, 7144, 7375, 7380, 7417, 8208, 8293, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11564, 11570, 11573, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 11905, 11906, 11907, 12003, 12006, 12039, 12053, 12118, 12201, 12244]","53, 69, 79, 80, 87, 414, 415, 426, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2715, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 3990, 3991, 5101, 5196, 7144, 7375, 7380, 7417, 8208, 8293, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11564, 11570, 11573, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 11905, 11906, 11907, 12003, 12006, 12039, 12053, 12118, 12201, 12244",78.0,0.5982584351817992,1549.1625126561853,1040.2911775127209
27,45,platinum,2016-05-31,2023-12-31,43.57730080941428,331.4381565973552,"[79, 792, 1213, 2083, 2307, 2931, 2934, 3532, 3536, 3601, 4138, 5700, 6853, 6868, 7205, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9197, 10149, 10380, 10620, 10747, 10815, 11604, 11622, 12003, 12006]","79, 792, 1213, 2083, 2307, 2931, 2934, 3532, 3536, 3601, 4138, 5700, 6853, 6868, 7205, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9197, 10149, 10380, 10620, 10747, 10815, 11604, 11622, 12003, 12006",43.1,0.989047031354655,327.80792486027343,3.63023173708178
28,49,platinum,2014-05-31,2023-12-31,37.57369250202345,736.30865502148,"[21, 53, 79, 87, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 6853, 6868, 7144, 7205, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11545, 11574, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244]","21, 53, 79, 87, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 6853, 6868, 7144, 7205, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11545, 11574, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244",38.5,1.0,736.30865502148,0.0
29,50,platinum,2014-03-31,2023-12-31,171.92286830471733,3684.8801384740204,"[53, 74, 79, 87, 792, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9330, 9338, 9344, 10149, 10380, 10756, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11545, 11549, 11571, 11574, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244]","53, 74, 79, 87, 792, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9330, 9338, 9344, 10149, 10380, 10756, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11545, 11549, 11571, 11574, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244",174.0,1.0,3684.8801384740204,0.0
30,59,platinum,2014-05-31,2023-12-31,35.67461588870747,698.041506874546,"[53, 79, 87, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 6853, 6868, 7144, 7205, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 10756, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11545, 11574, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244]","53, 79, 87, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 6853, 6868, 7144, 7205, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 10756, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11545, 11574, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244",38.6,1.0,698.041506874546,0.0
31,60,gold,2023-01-31,2023-03-31,44.98796238280442,0.10569308024549229,[2470],2470,45.0,1.0,0.10569308024549229,0.0
32,61,platinum,2014-05-31,2023-12-31,78.9563925078839,1485.013198243702,"[53, 79, 87, 441, 792, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 6853, 6868, 7144, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9197, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244]","53, 79, 87, 441, 792, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 6853, 6868, 7144, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9197, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244",42.8,0.5420713718110457,804.9831415294718,680.0300567142301
33,62,platinum,2014-05-31,2023-12-31,72.50797510262674,1418.739377468124,"[53, 79, 87, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2715, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 7144, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244]","53, 79, 87, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2715, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 7144, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244",81.0,1.0,1418.739377468124,0.0
34,63,gold,2020-08-31,2023-12-31,32.24678329579503,102.98487604407295,"[2083, 2087, 2671, 3168, 4138, 5700, 6853, 6868, 8915, 10620, 10815]","2083, 2087, 2671, 3168, 4138, 5700, 6853, 6868, 8915, 10620, 10815",32.1,0.9954481259588402,102.51610186017588,0.46877418389707065
35,64,platinum,2014-05-31,2023-12-31,35.45012800578951,664.6950626794741,"[53, 79, 87, 441, 792, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 7144, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9197, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244]","53, 79, 87, 441, 792, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 7144, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9197, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244",29.8,0.8406175570122973,558.7543397477554,105.94072293171872
36,66,platinum,2014-02-28,2023-12-31,47.767797218630704,1106.4332807554524,"[53, 69, 72, 74, 79, 80, 87, 414, 415, 426, 441, 792, 807, 915, 1099, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2525, 2715, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 3990, 3991, 5196, 5711, 7144, 7375, 7380, 7417, 8208, 8293, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 10756, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11545, 11549, 11564, 11570, 11573, 11574, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 11905, 11906, 11907, 12003, 12006, 12039, 12053, 12118, 12201, 12244]","53, 69, 72, 74, 79, 80, 87, 414, 415, 426, 441, 792, 807, 915, 1099, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2525, 2715, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 3990, 3991, 5196, 5711, 7144, 7375, 7380, 7417, 8208, 8293, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 10756, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11545, 11549, 11564, 11570, 11573, 11574, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 11905, 11906, 11907, 12003, 12006, 12039, 12053, 12118, 12201, 12244",43.8,0.9169357297245609,1014.5282076810407,91.90507307441165
37,69,platinum,2014-05-31,2023-12-31,71.79093612611545,1424.2495103648198,"[21, 53, 69, 79, 87, 414, 415, 426, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2715, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 3990, 3991, 5196, 6853, 6868, 7144, 7375, 7380, 7417, 8208, 8293, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11545, 11574, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 11905, 11906, 12003, 12006, 12039, 12053, 12118, 12201, 12244]","21, 53, 69, 79, 87, 414, 415, 426, 441, 792, 807, 915, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2385, 2402, 2715, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 3990, 3991, 5196, 6853, 6868, 7144, 7375, 7380, 7417, 8208, 8293, 8414, 8444, 8915, 9023, 9197, 9330, 9338, 9344, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11519, 11545, 11574, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 11905, 11906, 12003, 12006, 12039, 12053, 12118, 12201, 12244",72.8,1.0,1424.2495103648198,0.0
38,70,gold,2022-12-31,2023-11-30,45.96633407474956,25.033527026170262,"[2210, 10758]","2210, 10758",44.9,0.9768018464771302,24.452795422998253,0.5807316031720081
39,71,gold,2022-12-31,2023-11-30,29.49908049182489,15.444753844575779,"[2210, 10758]","2210, 10758",12.5,0.42374202150009854,6.544591215671959,8.90016262890382
40,72,gold,2023-09-30,2023-11-30,50.615528897764115,25.307764415986597,[10758],10758,30.4,0.60060619066934,15.199999980242783,10.107764435743814
41,73,platinum,2014-05-31,2023-12-31,71.3668696807971,63.11780553581979,"[53, 79, 87, 792, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 6853, 6868, 7144, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9197, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244]","53, 79, 87, 792, 1099, 1104, 1213, 1463, 2258, 2292, 2307, 2325, 2346, 2402, 2892, 2931, 2934, 3532, 3536, 3601, 3957, 5196, 6853, 6868, 7144, 7375, 7380, 7417, 8208, 8414, 8444, 8915, 9197, 10149, 10380, 11118, 11369, 11505, 11512, 11513, 11514, 11515, 11516, 11517, 11575, 11576, 11583, 11593, 11599, 11601, 11604, 11612, 11613, 11622, 11765, 11890, 11892, 11893, 11898, 12003, 12006, 12039, 12053, 12118, 12201, 12244",82.0,1.0,63.11780553581979,0.0
